,vicprice,vicdemand,class
138,0.3467,42.2915,UP
139,0.3467,42.2915,UP
140,0.3467,42.2915,UP
141,0.3467,42.2915,UP
142,0.3467,42.2915,UP
143,0.3467,42.2915,UP
144,0.3467,42.2915,UP
145,0.3467,42.2915,UP
146,0.3467,42.2915,UP
147,0.3467,42.2915,UP
148,0.3467,42.2915,UP
149,0.3467,42.2915,UP
150,0.3467,42.2915,UP
151,0.3467,42.2915,UP
152,0.3467,42.2915,UP
153,0.3467,42.2915,UP
154,0.3467,42.2915,UP
155,0.3467,42.2915,UP
156,0.3467,42.2915,UP
157,0.3467,42.2915,UP
158,0.3467,42.2915,UP
159,0.3467,42.2915,UP
160,0.3467,42.2915,UP
161,0.3467,42.2915,UP
162,0.3467,42.2915,UP
163,0.3467,42.2915,UP
164,0.3467,42.2915,UP
165,0.3467,42.2915,UP
166,0.3467,42.2915,DOWN
167,0.3467,42.2915,UP
168,0.3467,42.2915,UP
169,0.3467,42.2915,UP
170,0.3467,42.2915,UP
171,0.3467,42.2915,UP
172,0.3467,42.2915,UP
173,0.3467,42.2915,UP
174,0.3467,42.2915,UP
175,0.3467,42.2915,UP
176,0.3467,42.2915,DOWN
177,0.3467,42.2915,UP
178,0.3467,42.2915,UP
179,0.3467,42.2915,DOWN
180,0.3467,42.2915,DOWN
181,0.3467,42.2915,DOWN
182,0.3467,42.2915,DOWN
183,0.3467,42.2915,DOWN
184,0.3467,42.2915,DOWN
185,0.3467,42.2915,DOWN
186,0.3467,42.2915,DOWN
187,0.3467,42.2915,DOWN
188,0.3467,42.2915,DOWN
189,0.3467,42.2915,DOWN
190,0.3467,42.2915,UP
191,0.3467,42.2915,UP
192,0.3467,42.2915,DOWN
193,0.3467,42.2915,DOWN
194,0.3467,42.2915,DOWN
195,0.3467,42.2915,DOWN
196,0.3467,42.2915,DOWN
197,0.3467,42.2915,DOWN
198,0.3467,42.2915,DOWN
199,0.3467,42.2915,DOWN
200,0.3467,42.2915,DOWN
201,0.3467,42.2915,DOWN
202,0.3467,42.2915,DOWN
203,0.3467,42.2915,DOWN
204,0.3467,42.2915,DOWN
205,0.3467,42.2915,DOWN
206,0.3467,42.2915,DOWN
207,0.3467,42.2915,DOWN
208,0.3467,42.2915,DOWN
209,0.3467,42.2915,DOWN
210,0.3467,42.2915,DOWN
211,0.3467,42.2915,DOWN
212,0.3467,42.2915,DOWN
213,0.3467,42.2915,DOWN
214,0.3467,42.2915,DOWN
215,0.3467,42.2915,DOWN
216,0.3467,42.2915,DOWN
217,0.3467,42.2915,DOWN
218,0.3467,42.2915,DOWN
219,0.3467,42.2915,DOWN
220,0.3467,42.2915,DOWN
221,0.3467,42.2915,DOWN
222,0.3467,42.2915,UP
223,0.3467,42.2915,UP
224,0.3467,42.2915,UP
225,0.3467,42.2915,UP
226,0.3467,42.2915,UP
227,0.3467,42.2915,UP
228,0.3467,42.2915,UP
229,0.3467,42.2915,UP
230,0.3467,42.2915,DOWN
231,0.3467,42.2915,DOWN
232,0.3467,42.2915,DOWN
233,0.3467,42.2915,DOWN
234,0.3467,42.2915,DOWN
235,0.3467,42.2915,DOWN
236,0.3467,42.2915,UP
237,0.3467,42.2915,DOWN
238,0.3467,42.2915,DOWN
239,0.3467,42.2915,DOWN
240,0.3467,42.2915,DOWN
241,0.3467,42.2915,DOWN
242,0.3467,42.2915,DOWN
243,0.3467,42.2915,DOWN
244,0.3467,42.2915,DOWN
245,0.3467,42.2915,UP
246,0.3467,42.2915,UP
247,0.3467,42.2915,UP
248,0.3467,42.2915,UP
249,0.3467,42.2915,UP
250,0.3467,42.2915,UP
251,0.3467,42.2915,UP
252,0.3467,42.2915,UP
253,0.3467,42.2915,DOWN
254,0.3467,42.2915,DOWN
255,0.3467,42.2915,DOWN
256,0.3467,42.2915,DOWN
257,0.3467,42.2915,DOWN
258,0.3467,42.2915,DOWN
259,0.3467,42.2915,DOWN
260,0.3467,42.2915,DOWN
261,0.3467,42.2915,DOWN
262,0.3467,42.2915,UP
263,0.3467,42.2915,DOWN
264,0.3467,42.2915,UP
265,0.3467,42.2915,UP
266,0.3467,42.2915,DOWN
267,0.3467,42.2915,DOWN
268,0.3467,42.2915,DOWN
269,0.3467,42.2915,DOWN
270,0.3467,42.2915,DOWN
271,0.3467,42.2915,DOWN
272,0.3467,42.2915,DOWN
273,0.3467,42.2915,DOWN
274,0.3467,42.2915,DOWN
275,0.3467,42.2915,DOWN
276,0.3467,42.2915,UP
277,0.3467,42.2915,DOWN
278,0.3467,42.2915,DOWN
279,0.3467,42.2915,DOWN
280,0.3467,42.2915,DOWN
281,0.3467,42.2915,DOWN
282,0.3467,42.2915,DOWN
283,0.3467,42.2915,DOWN
284,0.3467,42.2915,DOWN
285,0.3467,42.2915,DOWN
286,0.3467,42.2915,DOWN
287,0.3467,42.2915,DOWN
288,0.3467,42.2915,DOWN
289,0.3467,42.2915,DOWN
290,0.3467,42.2915,DOWN
291,0.3467,42.2915,DOWN
292,0.3467,42.2915,DOWN
293,0.3467,42.2915,DOWN
294,0.3467,42.2915,DOWN
295,0.3467,42.2915,DOWN
296,0.3467,42.2915,DOWN
297,0.3467,42.2915,DOWN
298,0.3467,42.2915,DOWN
299,0.3467,42.2915,DOWN
300,0.3467,42.2915,DOWN
301,0.3467,42.2915,DOWN
302,0.3467,42.2915,UP
303,0.3467,42.2915,UP
304,0.3467,42.2915,UP
305,0.3467,42.2915,UP
306,0.3467,42.2915,UP
307,0.3467,42.2915,UP
308,0.3467,42.2915,UP
309,0.3467,42.2915,UP
310,0.3467,42.2915,UP
311,0.3467,42.2915,UP
312,0.3467,42.2915,UP
313,0.3467,42.2915,UP
314,0.3467,42.2915,UP
315,0.3467,42.2915,UP
316,0.3467,42.2915,UP
317,0.3467,42.2915,UP
318,0.3467,42.2915,UP
319,0.3467,42.2915,UP
320,0.3467,42.2915,UP
321,0.3467,42.2915,UP
322,0.3467,42.2915,UP
323,0.3467,42.2915,UP
324,0.3467,42.2915,UP
325,0.3467,42.2915,UP
326,0.3467,42.2915,UP
327,0.3467,42.2915,UP
328,0.3467,42.2915,UP
329,0.3467,42.2915,UP
330,0.3467,42.2915,UP
331,0.3467,42.2915,UP
332,0.3467,42.2915,DOWN
333,0.3467,42.2915,DOWN
334,0.3467,42.2915,UP
335,0.3467,42.2915,DOWN
336,0.3467,42.2915,DOWN
337,0.3467,42.2915,DOWN
338,0.3467,42.2915,DOWN
339,0.3467,42.2915,DOWN
340,0.3467,42.2915,DOWN
341,0.3467,42.2915,DOWN
342,0.3467,42.2915,DOWN
343,0.3467,42.2915,DOWN
344,0.3467,42.2915,DOWN
345,0.3467,42.2915,DOWN
346,0.3467,42.2915,DOWN
347,0.3467,42.2915,DOWN
348,0.3467,42.2915,DOWN
349,0.3467,42.2915,UP
350,0.3467,42.2915,UP
351,0.3467,42.2915,UP
352,0.3467,42.2915,UP
353,0.3467,42.2915,UP
354,0.3467,42.2915,UP
355,0.3467,42.2915,UP
356,0.3467,42.2915,UP
357,0.3467,42.2915,DOWN
358,0.3467,42.2915,UP
359,0.3467,42.2915,UP
360,0.3467,42.2915,UP
361,0.3467,42.2915,UP
362,0.3467,42.2915,UP
363,0.3467,42.2915,UP
364,0.3467,42.2915,UP
365,0.3467,42.2915,UP
366,0.3467,42.2915,UP
367,0.3467,42.2915,UP
368,0.3467,42.2915,UP
369,0.3467,42.2915,UP
370,0.3467,42.2915,UP
371,0.3467,42.2915,UP
372,0.3467,42.2915,UP
373,0.3467,42.2915,UP
374,0.3467,42.2915,UP
375,0.3467,42.2915,UP
376,0.3467,42.2915,UP
377,0.3467,42.2915,DOWN
378,0.3467,42.2915,DOWN
379,0.3467,42.2915,DOWN
380,0.3467,42.2915,UP
381,0.3467,42.2915,DOWN
382,0.3467,42.2915,DOWN
383,0.3467,42.2915,DOWN
384,0.3467,42.2915,DOWN
385,0.3467,42.2915,DOWN
386,0.3467,42.2915,DOWN
387,0.3467,42.2915,DOWN
388,0.3467,42.2915,DOWN
389,0.3467,42.2915,DOWN
390,0.3467,42.2915,DOWN
391,0.3467,42.2915,DOWN
392,0.3467,42.2915,DOWN
393,0.3467,42.2915,DOWN
394,0.3467,42.2915,DOWN
395,0.3467,42.2915,DOWN
396,0.3467,42.2915,DOWN
397,0.3467,42.2915,UP
398,0.3467,42.2915,UP
399,0.3467,42.2915,UP
400,0.3467,42.2915,UP
401,0.3467,42.2915,UP
402,0.3467,42.2915,UP
403,0.3467,42.2915,DOWN
404,0.3467,42.2915,DOWN
405,0.3467,42.2915,DOWN
406,0.3467,42.2915,DOWN
407,0.3467,42.2915,DOWN
408,0.3467,42.2915,DOWN
409,0.3467,42.2915,DOWN
410,0.3467,42.2915,DOWN
411,0.3467,42.2915,DOWN
412,0.3467,42.2915,DOWN
413,0.3467,42.2915,DOWN
414,0.3467,42.2915,DOWN
415,0.3467,42.2915,DOWN
416,0.3467,42.2915,DOWN
417,0.3467,42.2915,UP
418,0.3467,42.2915,UP
419,0.3467,42.2915,UP
420,0.3467,42.2915,UP
421,0.3467,42.2915,UP
422,0.3467,42.2915,UP
423,0.3467,42.2915,UP
424,0.3467,42.2915,UP
425,0.3467,42.2915,UP
426,0.3467,42.2915,UP
427,0.3467,42.2915,UP
428,0.3467,42.2915,UP
429,0.3467,42.2915,UP
430,0.3467,42.2915,UP
431,0.3467,42.2915,UP
432,0.3467,42.2915,UP
433,0.3467,42.2915,UP
434,0.3467,42.2915,DOWN
435,0.3467,42.2915,DOWN
436,0.3467,42.2915,DOWN
437,0.3467,42.2915,DOWN
438,0.3467,42.2915,DOWN
439,0.3467,42.2915,DOWN
440,0.3467,42.2915,DOWN
441,0.3467,42.2915,DOWN
442,0.3467,42.2915,DOWN
443,0.3467,42.2915,DOWN
444,0.3467,42.2915,DOWN
445,0.3467,42.2915,UP
446,0.3467,42.2915,UP
447,0.3467,42.2915,UP
448,0.3467,42.2915,UP
449,0.3467,42.2915,UP
450,0.3467,42.2915,DOWN
451,0.3467,42.2915,DOWN
452,0.3467,42.2915,DOWN
453,0.3467,42.2915,DOWN
454,0.3467,42.2915,DOWN
455,0.3467,42.2915,DOWN
456,0.3467,42.2915,DOWN
457,0.3467,42.2915,DOWN
458,0.3467,42.2915,DOWN
459,0.3467,42.2915,DOWN
460,0.3467,42.2915,DOWN
461,0.3467,42.2915,DOWN
462,0.3467,42.2915,DOWN
463,0.3467,42.2915,DOWN
464,0.3467,42.2915,DOWN
465,0.3467,42.2915,UP
466,0.3467,42.2915,UP
467,0.3467,42.2915,UP
468,0.3467,42.2915,UP
469,0.3467,42.2915,UP
470,0.3467,42.2915,UP
471,0.3467,42.2915,UP
472,0.3467,42.2915,UP
473,0.3467,42.2915,DOWN
474,0.3467,42.2915,DOWN
475,0.3467,42.2915,DOWN
476,0.3467,42.2915,UP
477,0.3467,42.2915,UP
478,0.3467,42.2915,UP
479,0.3467,42.2915,UP
480,0.3467,42.2915,UP
481,0.3467,42.2915,UP
482,0.3467,42.2915,UP
483,0.3467,42.2915,DOWN
484,0.3467,42.2915,DOWN
485,0.3467,42.2915,DOWN
486,0.3467,42.2915,DOWN
487,0.3467,42.2915,DOWN
488,0.3467,42.2915,DOWN
489,0.3467,42.2915,DOWN
490,0.3467,42.2915,DOWN
491,0.3467,42.2915,UP
492,0.3467,42.2915,UP
493,0.3467,42.2915,UP
494,0.3467,42.2915,DOWN
495,0.3467,42.2915,DOWN
496,0.3467,42.2915,UP
497,0.3467,42.2915,UP
498,0.3467,42.2915,UP
499,0.3467,42.2915,UP
500,0.3467,42.2915,UP
501,0.3467,42.2915,UP
502,0.3467,42.2915,UP
503,0.3467,42.2915,UP
504,0.3467,42.2915,UP
505,0.3467,42.2915,UP
506,0.3467,42.2915,UP
507,0.3467,42.2915,UP
508,0.3467,42.2915,DOWN
509,0.3467,42.2915,UP
510,0.3467,42.2915,UP
511,0.3467,42.2915,UP
512,0.3467,42.2915,UP
513,0.3467,42.2915,UP
514,0.3467,42.2915,UP
515,0.3467,42.2915,DOWN
516,0.3467,42.2915,UP
517,0.3467,42.2915,UP
518,0.3467,42.2915,DOWN
519,0.3467,42.2915,DOWN
520,0.3467,42.2915,DOWN
521,0.3467,42.2915,DOWN
522,0.3467,42.2915,DOWN
523,0.3467,42.2915,DOWN
524,0.3467,42.2915,UP
525,0.3467,42.2915,DOWN
526,0.3467,42.2915,UP
527,0.3467,42.2915,UP
528,0.3467,42.2915,DOWN
529,0.3467,42.2915,DOWN
530,0.3467,42.2915,DOWN
531,0.3467,42.2915,DOWN
532,0.3467,42.2915,DOWN
533,0.3467,42.2915,DOWN
534,0.3467,42.2915,DOWN
535,0.3467,42.2915,DOWN
536,0.3467,42.2915,DOWN
537,0.3467,42.2915,DOWN
538,0.3467,42.2915,DOWN
539,0.3467,42.2915,DOWN
540,0.3467,42.2915,DOWN
541,0.3467,42.2915,DOWN
542,0.3467,42.2915,DOWN
543,0.3467,42.2915,DOWN
544,0.3467,42.2915,DOWN
545,0.3467,42.2915,DOWN
546,0.3467,42.2915,UP
547,0.3467,42.2915,UP
548,0.3467,42.2915,UP
549,0.3467,42.2915,UP
550,0.3467,42.2915,DOWN
551,0.3467,42.2915,DOWN
552,0.3467,42.2915,DOWN
553,0.3467,42.2915,DOWN
554,0.3467,42.2915,DOWN
555,0.3467,42.2915,DOWN
556,0.3467,42.2915,DOWN
557,0.3467,42.2915,DOWN
558,0.3467,42.2915,DOWN
559,0.3467,42.2915,DOWN
560,0.3467,42.2915,DOWN
561,0.3467,42.2915,DOWN
562,0.3467,42.2915,DOWN
563,0.3467,42.2915,UP
564,0.3467,42.2915,UP
565,0.3467,42.2915,UP
566,0.3467,42.2915,UP
567,0.3467,42.2915,UP
568,0.3467,42.2915,UP
569,0.3467,42.2915,DOWN
570,0.3467,42.2915,DOWN
571,0.3467,42.2915,DOWN
572,0.3467,42.2915,DOWN
573,0.3467,42.2915,DOWN
574,0.3467,42.2915,DOWN
575,0.3467,42.2915,DOWN
576,0.3467,42.2915,DOWN
577,0.3467,42.2915,DOWN
578,0.3467,42.2915,DOWN
579,0.3467,42.2915,DOWN
580,0.3467,42.2915,DOWN
581,0.3467,42.2915,DOWN
582,0.3467,42.2915,DOWN
583,0.3467,42.2915,DOWN
584,0.3467,42.2915,DOWN
585,0.3467,42.2915,DOWN
586,0.3467,42.2915,DOWN
587,0.3467,42.2915,DOWN
588,0.3467,42.2915,DOWN
589,0.3467,42.2915,DOWN
590,0.3467,42.2915,DOWN
591,0.3467,42.2915,UP
592,0.3467,42.2915,UP
593,0.3467,42.2915,UP
594,0.3467,42.2915,UP
595,0.3467,42.2915,UP
596,0.3467,42.2915,UP
597,0.3467,42.2915,UP
598,0.3467,42.2915,UP
599,0.3467,42.2915,UP
600,0.3467,42.2915,UP
601,0.3467,42.2915,UP
602,0.3467,42.2915,UP
603,0.3467,42.2915,UP
604,0.3467,42.2915,UP
605,0.3467,42.2915,UP
606,0.3467,42.2915,UP
607,0.3467,42.2915,UP
608,0.3467,42.2915,UP
609,0.3467,42.2915,DOWN
610,0.3467,42.2915,UP
611,0.3467,42.2915,UP
612,0.3467,42.2915,UP
613,0.3467,42.2915,UP
614,0.3467,42.2915,DOWN
615,0.3467,42.2915,DOWN
616,0.3467,42.2915,DOWN
617,0.3467,42.2915,DOWN
618,0.3467,42.2915,DOWN
619,0.3467,42.2915,DOWN
620,0.3467,42.2915,DOWN
621,0.3467,42.2915,UP
622,0.3467,42.2915,DOWN
623,0.3467,42.2915,DOWN
624,0.3467,42.2915,DOWN
625,0.3467,42.2915,DOWN
626,0.3467,42.2915,DOWN
627,0.3467,42.2915,DOWN
628,0.3467,42.2915,DOWN
629,0.3467,42.2915,DOWN
630,0.3467,42.2915,DOWN
631,0.3467,42.2915,DOWN
632,0.3467,42.2915,DOWN
633,0.3467,42.2915,DOWN
634,0.3467,42.2915,DOWN
635,0.3467,42.2915,UP
636,0.3467,42.2915,UP
637,0.3467,42.2915,UP
638,0.3467,42.2915,DOWN
639,0.3467,42.2915,DOWN
640,0.3467,42.2915,UP
641,0.3467,42.2915,UP
642,0.3467,42.2915,UP
643,0.3467,42.2915,UP
644,0.3467,42.2915,UP
645,0.3467,42.2915,UP
646,0.3467,42.2915,UP
647,0.3467,42.2915,UP
648,0.3467,42.2915,UP
649,0.3467,42.2915,UP
650,0.3467,42.2915,UP
651,0.3467,42.2915,UP
652,0.3467,42.2915,UP
653,0.3467,42.2915,UP
654,0.3467,42.2915,UP
655,0.3467,42.2915,UP
656,0.3467,42.2915,UP
657,0.3467,42.2915,UP
658,0.3467,42.2915,UP
659,0.3467,42.2915,UP
660,0.3467,42.2915,UP
661,0.3467,42.2915,UP
662,0.3467,42.2915,UP
663,0.3467,42.2915,DOWN
664,0.3467,42.2915,UP
665,0.3467,42.2915,UP
666,0.3467,42.2915,DOWN
667,0.3467,42.2915,UP
668,0.3467,42.2915,UP
669,0.3467,42.2915,UP
670,0.3467,42.2915,UP
671,0.3467,42.2915,UP
672,0.3467,42.2915,UP
673,0.3467,42.2915,UP
674,0.3467,42.2915,DOWN
675,0.3467,42.2915,DOWN
676,0.3467,42.2915,DOWN
677,0.3467,42.2915,DOWN
678,0.3467,42.2915,DOWN
679,0.3467,42.2915,DOWN
680,0.3467,42.2915,DOWN
681,0.3467,42.2915,DOWN
682,0.3467,42.2915,DOWN
683,0.3467,42.2915,DOWN
684,0.3467,42.2915,UP
685,0.3467,42.2915,UP
686,0.3467,42.2915,DOWN
687,0.3467,42.2915,DOWN
688,0.3467,42.2915,DOWN
689,0.3467,42.2915,UP
690,0.3467,42.2915,UP
691,0.3467,42.2915,UP
692,0.3467,42.2915,UP
693,0.3467,42.2915,UP
694,0.3467,42.2915,UP
695,0.3467,42.2915,DOWN
696,0.3467,42.2915,UP
697,0.3467,42.2915,UP
698,0.3467,42.2915,UP
699,0.3467,42.2915,UP
700,0.3467,42.2915,DOWN
701,0.3467,42.2915,DOWN
702,0.3467,42.2915,UP
703,0.3467,42.2915,UP
704,0.3467,42.2915,UP
705,0.3467,42.2915,UP
706,0.3467,42.2915,UP
707,0.3467,42.2915,UP
708,0.3467,42.2915,UP
709,0.3467,42.2915,UP
710,0.3467,42.2915,DOWN
711,0.3467,42.2915,DOWN
712,0.3467,42.2915,UP
713,0.3467,42.2915,DOWN
714,0.3467,42.2915,DOWN
715,0.3467,42.2915,UP
716,0.3467,42.2915,UP
717,0.3467,42.2915,UP
718,0.3467,42.2915,UP
719,0.3467,42.2915,UP
720,0.3467,42.2915,UP
721,0.3467,42.2915,UP
722,0.3467,42.2915,DOWN
723,0.3467,42.2915,DOWN
724,0.3467,42.2915,DOWN
725,0.3467,42.2915,DOWN
726,0.3467,42.2915,DOWN
727,0.3467,42.2915,DOWN
728,0.3467,42.2915,DOWN
729,0.3467,42.2915,DOWN
730,0.3467,42.2915,DOWN
731,0.3467,42.2915,DOWN
732,0.3467,42.2915,UP
733,0.3467,42.2915,UP
734,0.3467,42.2915,DOWN
735,0.3467,42.2915,UP
736,0.3467,42.2915,UP
737,0.3467,42.2915,UP
738,0.3467,42.2915,UP
739,0.3467,42.2915,UP
740,0.3467,42.2915,UP
741,0.3467,42.2915,UP
742,0.3467,42.2915,UP
743,0.3467,42.2915,UP
744,0.3467,42.2915,UP
745,0.3467,42.2915,UP
746,0.3467,42.2915,UP
747,0.3467,42.2915,UP
748,0.3467,42.2915,DOWN
749,0.3467,42.2915,DOWN
750,0.3467,42.2915,UP
751,0.3467,42.2915,UP
752,0.3467,42.2915,UP
753,0.3467,42.2915,UP
754,0.3467,42.2915,UP
755,0.3467,42.2915,UP
756,0.3467,42.2915,UP
757,0.3467,42.2915,UP
758,0.3467,42.2915,UP
759,0.3467,42.2915,UP
760,0.3467,42.2915,UP
761,0.3467,42.2915,UP
762,0.3467,42.2915,UP
763,0.3467,42.2915,UP
764,0.3467,42.2915,UP
765,0.3467,42.2915,UP
766,0.3467,42.2915,UP
767,0.3467,42.2915,UP
768,0.3467,42.2915,UP
769,0.3467,42.2915,UP
770,0.3467,42.2915,DOWN
771,0.3467,42.2915,DOWN
772,0.3467,42.2915,DOWN
773,0.3467,42.2915,DOWN
774,0.3467,42.2915,DOWN
775,0.3467,42.2915,DOWN
776,0.3467,42.2915,DOWN
777,0.3467,42.2915,DOWN
778,0.3467,42.2915,DOWN
779,0.3467,42.2915,DOWN
780,0.3467,42.2915,UP
781,0.3467,42.2915,UP
782,0.3467,42.2915,DOWN
783,0.3467,42.2915,UP
784,0.3467,42.2915,UP
785,0.3467,42.2915,UP
786,0.3467,42.2915,UP
787,0.3467,42.2915,DOWN
788,0.3467,42.2915,DOWN
789,0.3467,42.2915,DOWN
790,0.3467,42.2915,DOWN
791,0.3467,42.2915,DOWN
792,0.3467,42.2915,DOWN
793,0.3467,42.2915,DOWN
794,0.3467,42.2915,DOWN
795,0.3467,42.2915,DOWN
796,0.3467,42.2915,DOWN
797,0.3467,42.2915,DOWN
798,0.3467,42.2915,DOWN
799,0.3467,42.2915,DOWN
800,0.3467,42.2915,DOWN
801,0.3467,42.2915,DOWN
802,0.3467,42.2915,UP
803,0.3467,42.2915,UP
804,0.3467,42.2915,UP
805,0.3467,42.2915,DOWN
806,0.3467,42.2915,DOWN
807,0.3467,42.2915,DOWN
808,0.3467,42.2915,DOWN
809,0.3467,42.2915,DOWN
810,0.3467,42.2915,DOWN
811,0.3467,42.2915,DOWN
812,0.3467,42.2915,UP
813,0.3467,42.2915,DOWN
814,0.3467,42.2915,DOWN
815,0.3467,42.2915,DOWN
816,0.3467,42.2915,UP
817,0.3467,42.2915,DOWN
818,0.3467,42.2915,DOWN
819,0.3467,42.2915,DOWN
820,0.3467,42.2915,DOWN
821,0.3467,42.2915,DOWN
822,0.3467,42.2915,DOWN
823,0.3467,42.2915,DOWN
824,0.3467,42.2915,DOWN
825,0.3467,42.2915,UP
826,0.3467,42.2915,UP
827,0.3467,42.2915,UP
828,0.3467,42.2915,UP
829,0.3467,42.2915,UP
830,0.3467,42.2915,UP
831,0.3467,42.2915,UP
832,0.3467,42.2915,UP
833,0.3467,42.2915,UP
834,0.3467,42.2915,UP
835,0.3467,42.2915,UP
836,0.3467,42.2915,UP
837,0.3467,42.2915,UP
838,0.3467,42.2915,UP
839,0.3467,42.2915,UP
840,0.3467,42.2915,DOWN
841,0.3467,42.2915,DOWN
842,0.3467,42.2915,DOWN
843,0.3467,42.2915,DOWN
844,0.3467,42.2915,DOWN
845,0.3467,42.2915,DOWN
846,0.3467,42.2915,DOWN
847,0.3467,42.2915,DOWN
848,0.3467,42.2915,DOWN
849,0.3467,42.2915,UP
850,0.3467,42.2915,UP
851,0.3467,42.2915,UP
852,0.3467,42.2915,UP
853,0.3467,42.2915,UP
854,0.3467,42.2915,DOWN
855,0.3467,42.2915,DOWN
856,0.3467,42.2915,UP
857,0.3467,42.2915,UP
858,0.3467,42.2915,DOWN
859,0.3467,42.2915,UP
860,0.3467,42.2915,UP
861,0.3467,42.2915,UP
862,0.3467,42.2915,UP
863,0.3467,42.2915,UP
864,0.3467,42.2915,UP
865,0.3467,42.2915,UP
866,0.3467,42.2915,UP
867,0.3467,42.2915,UP
868,0.3467,42.2915,UP
869,0.3467,42.2915,DOWN
870,0.3467,42.2915,DOWN
