,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,year,month,date,day,prettydate
44,1000171141,"The Please, Please Me: Studio Premiere",Pop,Music,USD,2012-09-01,10000.0,2012-07-15 03:27:33,12656.0,successful,181.0,US,12656.0,12656.0,10000.0,2012,07,15,15,2012-07-15
45,1000182258,WE ARE ONE: STREET MUSIC OF NEW ORLEANS,Documentary,Film & Video,USD,2013-10-01,2500.0,2013-08-27 20:17:27,0.0,failed,0.0,US,0.0,0.0,2500.0,2013,08,27,27,2013-08-27
46,1000183112,Hot Chicken Takes Over.,Restaurants,Food,USD,2014-10-16,40000.0,2014-09-16 02:31:08,63401.0,successful,855.0,US,63401.0,63401.0,40000.0,2014,09,16,16,2014-09-16
47,1000184224,Star and the Snowman,Narrative Film,Film & Video,USD,2013-02-23,8000.0,2013-01-24 06:04:05,9401.0,successful,154.0,US,9401.0,9401.0,8000.0,2013,01,24,24,2013-01-24
48,1000190427,Seas of Iron,Tabletop Games,Games,USD,2013-07-19,3000.0,2013-06-19 03:16:33,8105.0,successful,218.0,US,8105.0,8105.0,3000.0,2013,06,19,19,2013-06-19
49,1000197321,(In)visible Empire Tees,Public Art,Art,USD,2016-01-02,1200.0,2015-11-22 22:47:44,90.0,failed,4.0,US,90.0,90.0,1200.0,2015,11,22,22,2015-11-22
50,1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,Narrative Film,Film & Video,USD,2014-02-05,60000.0,2014-01-11 00:57:14,61365.16,successful,632.0,US,61365.16,61365.16,60000.0,2014,01,11,11,2014-01-11
51,100020143,H2O The Underwater Portraits,People,Photography,USD,2017-10-30,9500.0,2017-09-25 17:17:43,6.0,failed,2.0,US,5.0,6.0,9500.0,2017,09,25,25,2017-09-25
52,1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,2015-05-08,7500.0,2015-04-08 02:53:18,3.0,failed,3.0,US,3.0,3.0,7500.0,2015,04,08,08,2015-04-08
53,1000212914,A Teacher's Travels in China,Photography,Photography,USD,2012-05-13,4000.0,2012-04-18 23:34:56,4866.17,successful,71.0,US,4866.17,4866.17,4000.0,2012,04,18,18,2012-04-18
54,1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,Family,Film & Video,USD,2014-06-19,11000.0,2014-05-20 17:18:29,11055.0,successful,51.0,US,11055.0,11055.0,11000.0,2014,05,20,20,2014-05-20
55,1000217634,Mobile barbecue & catering trailer,Food Trucks,Food,USD,2014-10-23,13750.0,2014-09-24 03:35:33,1.0,failed,1.0,US,1.0,1.0,13750.0,2014,09,24,24,2014-09-24
56,1000226576,Following the Call - A Novel,Fiction,Publishing,USD,2016-02-01,13500.0,2016-01-02 08:06:07,0.0,failed,0.0,US,0.0,0.0,13500.0,2016,01,02,02,2016-01-02
57,1000227361,UNDERWATER,Film & Video,Film & Video,USD,2012-03-26,9500.0,2012-02-13 19:00:37,9660.0,successful,121.0,US,9660.0,9660.0,9500.0,2012,02,13,13,2012-02-13
58,1000230071,The Fanalyzers: Views from the Stands,Webseries,Film & Video,USD,2013-10-18,60000.0,2013-09-18 20:20:00,635.0,failed,5.0,US,635.0,635.0,60000.0,2013,09,18,18,2013-09-18
59,1000232288,Empires at Sea,Tabletop Games,Games,USD,2015-06-23,25000.0,2015-05-24 12:47:52,37199.0,successful,448.0,US,37199.0,37199.0,25000.0,2015,05,24,24,2015-05-24
60,1000233415,Teachers In The Sky,Documentary,Film & Video,USD,2016-06-18,250000.0,2016-04-19 23:53:22,65.0,failed,2.0,US,65.0,65.0,250000.0,2016,04,19,19,2016-04-19
61,1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,2016-10-13,12000.0,2016-09-13 11:59:57,137.0,failed,2.0,IT,0.0,150.73,13202.34,2016,09,13,13,2016-09-13
62,1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,2016-06-22,5000.0,2016-05-23 18:10:04,587.0,failed,8.0,US,587.0,587.0,5000.0,2016,05,23,23,2016-05-23
63,1000235643,HIIT Bottle™,Drinks,Food,USD,2015-04-27,15000.0,2015-03-13 18:33:08,124998.0,successful,2784.0,US,124998.0,124998.0,15000.0,2015,03,13,13,2015-03-13
64,1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,2015-04-09,850.0,2015-02-23 00:10:28,485.0,failed,13.0,US,485.0,485.0,850.0,2015,02,23,23,2015-02-23
65,1000245024,Safer Home,Hardware,Technology,CAD,2015-07-03,50000.0,2015-06-03 05:52:43,0.0,failed,0.0,CA,0.0,0.0,39739.31,2015,06,03,03,2015-06-03
66,1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,2011-07-08,15000.0,2011-05-09 15:08:51,15425.0,successful,144.0,US,15425.0,15425.0,15000.0,2011,05,09,09,2011-05-09
67,1000256230,Shreddit - Privacy on Reddit,Software,Technology,GBP,2017-07-02,2000.0,2017-06-02 12:20:21,0.0,failed,0.0,GB,0.0,0.0,2579.35,2017,06,02,02,2017-06-02
68,1000256760,"Raise the Woof, expanding the love (Canceled)",Design,Design,CAD,2015-08-07,15000.0,2015-07-08 21:46:53,700.0,canceled,6.0,CA,553.32,535.09,11466.14,2015,07,08,08,2015-07-08
69,1000257563,"""Flying"" Carpets from Azerbaijan, Iran and Turkey/Anatolia",Weaving,Crafts,GBP,2015-04-29,5000.0,2015-03-30 19:55:31,2.0,failed,1.0,GB,2.98,3.09,7716.41,2015,03,30,30,2015-03-30
70,1000260691,Gizbee™ Unlimited Removable Storage for Your Travel Photos,Gadgets,Technology,USD,2016-03-25,87000.0,2016-02-29 20:30:27,2030.0,canceled,15.0,US,2030.0,2030.0,87000.0,2016,02,29,29,2016-02-29
71,1000261018,Diposta - liberating people from their postal mailbox.,Web,Technology,USD,2016-08-23,100000.0,2016-07-24 13:18:36,141.0,failed,3.0,US,100.0,141.0,100000.0,2016,07,24,24,2016-07-24
72,1000268182,My Future Just Passed - Debut CD - Jazz Trio,Jazz,Music,USD,2014-12-03,4000.0,2014-11-03 21:11:44,4795.0,successful,95.0,US,4795.0,4795.0,4000.0,2014,11,03,03,2014-11-03
73,1000278154,"Loot and Recruit - A quirky, combative, deck building game",Tabletop Games,Games,USD,2015-04-10,13000.0,2015-03-10 13:19:18,2453.0,canceled,65.0,US,2453.0,2453.0,13000.0,2015,03,10,10,2015-03-10
74,1000282287,Babe Ruth's Family Kitchen - Gourmet Hot Dogs and Condiments,Food,Food,USD,2015-10-13,25000.0,2015-09-08 00:59:36,0.0,canceled,0.0,US,0.0,0.0,25000.0,2015,09,08,08,2015-09-08
75,1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,2016-08-24,500.0,2016-07-12 17:31:42,218.0,failed,6.0,GB,174.83,288.03,660.62,2016,07,12,12,2016-07-12
76,1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,2016-06-09,68000.0,2016-05-10 22:52:00,0.0,failed,0.0,US,0.0,0.0,68000.0,2016,05,10,10,2016-05-10
77,1000294559,Secular Solstice 2014,Festivals,Theater,USD,2014-10-27,7500.0,2014-10-02 01:50:58,8157.01,successful,164.0,US,8157.01,8157.01,7500.0,2014,10,02,02,2014-10-02
78,1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,2013-09-13,29700.0,2013-08-15 11:16:24,10410.0,failed,76.0,US,10410.0,10410.0,29700.0,2013,08,15,15,2013-08-15
79,1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,2015-10-30,50000.0,2015-08-31 06:33:31,1410.0,failed,38.0,US,1410.0,1410.0,50000.0,2015,08,31,31,2015-08-31
80,1000328328,ANVIL Beard,Fashion,Fashion,GBP,2015-02-06,2000.0,2014-12-15 19:13:37,61.0,failed,9.0,GB,95.87,93.44,3063.58,2014,12,15,15,2014-12-15
81,1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,2014-08-31,13000.0,2014-08-01 00:02:17,1811.0,failed,34.0,US,1811.0,1811.0,13000.0,2014,08,01,01,2014-08-01
82,1000332383,Road to the Shire,Documentary,Film & Video,USD,2012-02-14,4000.0,2012-01-11 20:13:55,4045.0,successful,29.0,US,4045.0,4045.0,4000.0,2012,01,11,11,2012-01-11
83,1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,2015-02-26,500.0,2015-02-04 18:54:23,1540.0,successful,31.0,US,1540.0,1540.0,500.0,2015,02,04,04,2015-02-04
84,1000334074,The Locals Only Shirt,Fashion,Fashion,USD,2012-05-18,500.0,2012-05-01 07:11:25,754.82,successful,36.0,US,754.82,754.82,500.0,2012,05,01,01,2012-05-01
85,1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,2014-07-10,4000.0,2014-06-10 00:09:47,4944.5,successful,153.0,CA,4523.37,4646.65,3759.05,2014,06,10,10,2014-06-10
86,1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,2016-10-30,10000.0,2016-08-31 18:13:01,88.0,failed,9.0,DE,22.35,97.62,11092.99,2016,08,31,31,2016-08-31
87,1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,2013-06-16,5000.0,2013-04-17 00:58:02,110.0,failed,2.0,US,110.0,110.0,5000.0,2013,04,17,17,2013-04-17
88,1000340977,My Coffee Box,Drinks,Food,USD,2014-06-16,3000.0,2014-05-17 22:43:36,1027.0,failed,18.0,US,1027.0,1027.0,3000.0,2014,05,17,17,2014-05-17
89,1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,2012-12-13,4500.0,2012-10-30 08:53:03,409.0,failed,10.0,US,409.0,409.0,4500.0,2012,10,30,30,2012-10-30
90,1000348690,The Silence of Hollowind - Urban Fantasy RPG,Tabletop Games,Games,EUR,2017-11-23,5000.0,2017-10-24 16:58:01,11238.0,successful,346.0,IT,5509.51,13347.43,5938.52,2017,10,24,24,2017-10-24
91,1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,2012-03-06,4289.0,2012-01-21 18:25:26,474.0,failed,14.0,US,474.0,474.0,4289.0,2012,01,21,21,2012-01-21
92,1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,2012-08-14,2000.0,2012-06-30 20:05:26,2075.0,successful,40.0,US,2075.0,2075.0,2000.0,2012,06,30,30,2012-06-30
93,10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,2012-05-26,15000.0,2012-03-27 04:25:46,151.0,canceled,4.0,US,151.0,151.0,15000.0,2012,03,27,27,2012-03-27
94,1000374001,The Dark Waters Project,Indie Rock,Music,USD,2013-04-07,10000.0,2013-02-20 01:48:42,10414.0,successful,113.0,US,10414.0,10414.0,10000.0,2013,02,20,20,2013-02-20
95,1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,2014-04-03,1500.0,2014-03-04 17:24:51,1932.99,successful,29.0,US,1932.99,1932.99,1500.0,2014,03,04,04,2014-03-04
96,1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,2014-01-27,3000.0,2013-12-18 20:54:02,3755.0,successful,52.0,US,3755.0,3755.0,3000.0,2013,12,18,18,2013-12-18
97,1000392220,The Girls Bathroom,Webseries,Film & Video,USD,2011-07-31,2000.0,2011-07-06 16:35:45,2252.99,successful,45.0,US,2252.99,2252.99,2000.0,2011,07,06,06,2011-07-06
98,100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,2015-03-07,25000.0,2015-02-05 16:57:21,3.0,failed,3.0,CA,2.41,2.36,19632.48,2015,02,05,05,2015-02-05
99,1000399155,New Lasagna,Restaurants,Food,USD,2014-10-17,5000.0,2014-08-18 11:13:15,0.0,failed,0.0,US,0.0,0.0,5000.0,2014,08,18,18,2014-08-18
100,1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,2014-05-11,500.0,2014-04-10 23:04:22,756.0,successful,8.0,US,756.0,756.0,500.0,2014,04,10,10,2014-04-10
101,1000413719,Backroads EP Processing Costs,Electronic Music,Music,USD,2012-10-26,200.0,2012-10-11 23:32:24,274.05,successful,14.0,US,274.05,274.05,200.0,2012,10,11,11,2012-10-11
102,1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,2016-12-28,1000.0,2016-11-28 17:58:04,1055.0,successful,19.0,US,0.0,1055.0,1000.0,2016,11,28,28,2016-11-28
103,1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,2016-11-20,500.0,2016-10-21 16:23:31,156.0,failed,4.0,US,1.0,156.0,500.0,2016,10,21,21,2016-10-21
104,1000427280,Fishtacular - The Ultimate Fishing Tool (Canceled),Apps,Technology,CAD,2015-05-25,50000.0,2015-04-23 20:04:12,11336.0,canceled,19.0,CA,9240.74,9110.34,40183.24,2015,04,23,23,2015-04-23
105,1000428719,"""Eat Like A Gilmore"" Cookbook",Cookbooks,Food,USD,2016-04-17,20000.0,2016-03-14 12:39:29,47273.0,successful,1261.0,US,47273.0,47273.0,20000.0,2016,03,14,14,2016-03-14
106,10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,Shorts,Film & Video,USD,2017-05-08,1800.0,2017-04-03 23:25:55,22.0,failed,2.0,US,7.0,22.0,1800.0,2017,04,03,03,2017-04-03
107,100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,2010-07-04,5000.0,2010-04-29 07:14:32,50.0,failed,3.0,US,50.0,50.0,5000.0,2010,04,29,29,2010-04-29
108,1000445513,Bold Threadz,Fashion,Fashion,USD,2012-09-20,5400.0,2012-08-02 04:47:11,5858.0,successful,131.0,US,5858.0,5858.0,5400.0,2012,08,02,02,2012-08-02
109,1000450327,Happy Fix USA,Apparel,Fashion,USD,2014-10-01,1750.0,2014-08-17 17:06:42,1805.0,successful,25.0,US,1805.0,1805.0,1750.0,2014,08,17,17,2014-08-17
110,1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,2012-03-24,1000.0,2012-02-12 17:33:14,1455.0,successful,41.0,US,1455.0,1455.0,1000.0,2012,02,12,12,2012-02-12
111,1000465399,DAYTRADER - A Financial Board Game,Tabletop Games,Games,USD,2013-03-13,19500.0,2013-02-05 16:16:06,20269.0,successful,491.0,US,20269.0,20269.0,19500.0,2013,02,05,05,2013-02-05
112,1000468345,iRNinja - Control your TV with a simple press of a button,Gadgets,Technology,USD,2017-06-14,500.0,2017-05-10 16:00:18,74.0,failed,6.0,US,261.0,74.0,500.0,2017,05,10,10,2017-05-10
113,1000476123,Mama's Meatballs,Food,Food,USD,2014-08-07,100.0,2014-07-08 18:52:26,0.0,failed,0.0,US,0.0,0.0,100.0,2014,07,08,08,2014-07-08
114,1000479996,"Ebony Child:Music Artist drops New Album, Comic Book, & Film",Pop,Music,USD,2016-05-21,10000.0,2016-04-21 01:46:25,10.0,failed,1.0,US,10.0,10.0,10000.0,2016,04,21,21,2016-04-21
115,1000481607,Alpha Omega E.P.,Metal,Music,USD,2016-09-30,1000.0,2016-09-05 22:34:26,472.0,failed,13.0,US,0.0,472.0,1000.0,2016,09,05,05,2016-09-05
116,1000490852,Carriage,Art,Art,USD,2017-12-24,8000.0,2017-11-24 18:06:35,8360.0,successful,121.0,US,605.0,8360.0,8000.0,2017,11,24,24,2017-11-24
117,1000491057,AllThis TV,Comedy,Film & Video,USD,2017-04-09,50000.0,2017-03-10 01:12:32,40.0,failed,3.0,US,20.0,40.0,50000.0,2017,03,10,10,2017-03-10
118,1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,2016-05-18,6325.0,2016-03-19 21:51:03,10.0,failed,2.0,US,10.0,10.0,6325.0,2016,03,19,19,2016-03-19
119,1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,2010-11-08,20000.0,2010-10-09 22:48:40,270.0,failed,4.0,US,270.0,270.0,20000.0,2010,10,09,09,2010-10-09
120,1000509854,"Jane Brown... a story of courage, survival and love",Periodicals,Publishing,USD,2011-12-31,25000.0,2011-10-31 23:01:57,0.0,failed,0.0,US,0.0,0.0,25000.0,2011,10,31,31,2011-10-31
121,1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,2012-10-11,125000.0,2012-09-06 06:59:37,3012.0,failed,67.0,US,3012.0,3012.0,125000.0,2012,09,06,06,2012-09-06
122,100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,2014-10-06,3400.0,2014-08-07 13:24:34,0.0,failed,0.0,US,0.0,0.0,3400.0,2014,08,07,07,2014-08-07
123,1000519001,Wordwright: re·de·fin·ing word play,Tabletop Games,Games,USD,2015-12-29,2000.0,2015-11-21 14:12:27,14794.0,successful,624.0,US,14794.0,14794.0,2000.0,2015,11,21,21,2015-11-21
124,1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,2014-09-30,20000.0,2014-09-01 23:39:19,0.0,failed,0.0,US,0.0,0.0,20000.0,2014,09,01,01,2014-09-01
125,1000521421,A photobook of life in Japan,Photography,Photography,USD,2013-03-14,3200.0,2013-02-12 03:11:43,568.0,failed,11.0,US,568.0,568.0,3200.0,2013,02,12,12,2013-02-12
126,1000524949,Operation: Make Stuff,Video Games,Games,USD,2012-10-18,200.0,2012-09-18 04:46:06,306.72,successful,36.0,US,306.72,306.72,200.0,2012,09,18,18,2012-09-18
127,1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,2012-10-28,250000.0,2012-09-28 09:33:59,90771.0,failed,120.0,US,90771.0,90771.0,250000.0,2012,09,28,28,2012-09-28
128,1000537760,help our wood shop buy a lathe & hopefully a laser engraver,Public Art,Art,USD,2014-11-13,650.0,2014-10-24 21:50:32,0.0,failed,0.0,US,0.0,0.0,650.0,2014,10,24,24,2014-10-24
129,1000542390,Spirits Asunder,Film & Video,Film & Video,GBP,2015-03-31,500.0,2015-03-01 05:52:30,5.0,failed,1.0,GB,7.72,7.4,740.16,2015,03,01,01,2015-03-01
130,1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,2013-03-30,800.0,2013-02-28 03:02:09,1062.57,successful,20.0,US,1062.57,1062.57,800.0,2013,02,28,28,2013-02-28
